Station_Name,Direct_Effect,Indirect_Effect,Total_Effect
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
21,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
22,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
22,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
19,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
20,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
20,0.0,0.375,0.375
21,0.0,0.375,0.375
20,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
21,0.0,0.375,0.375
