Station_Name,Direct_Effect,Indirect_Effect,Total_Effect
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
15,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
16,0.0,0.375,0.375
17,0.0,0.375,0.375
17,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
19,0.0,0.375,0.375
